Manzanita and Azalea Trail	Kings Canyon National Park	California	6920.162	3	loop	 forest	 wildlife	
Ridgecrest to Death Valley OHV Trail	Death Valley National Park	California	266989.506	3	point to point	 historic-site	 views	 wild-flowers
Zumwalt Meadow Trail to Kanawyers Trail Loop	Kings Canyon National Park	California	11104.446	1	loop	 forest	 river	 views
King Creek Falls and Bench Lake Loop	Lassen Volcanic National Park	California	6920.162	3	loop	 lake	 views	 wild-flowers
Mammoth Peak	Yosemite National Park	California	9334.172	5	out and back			
Death Valley Scenic Drive OHV Trail	Death Valley National Park	California	87709.03	3	point to point	 wild-flowers	 wildlife	
Ah-Pah Interpretive Trail	Redwood National Park	California	643.736	3	out and back	 forest	 kid-friendly	 views
Nine Lake Basin	Sequoia National Park	California	55522.23	5	out and back	 forest	 lake	 river
John Muir to Clouds Rest to Mist Trail	Yosemite National Park	California	39911.632	3	point to point	 forest	 lake	 river
Mt. Perry	Death Valley National Park	California	14001.258	3	out and back			
Lake Eleanor Hike	Yosemite National Park	California	8851.37	3	out and back	 lake	 views	 wild-flowers
Live Oak Tank and Ivanpah Tank	Joshua Tree National Park	California	2414.01	3	loop	 views		
Scorpius Arch Loop	Joshua Tree National Park	California	5954.558	1	loop			
Inspiration Point Trail	Lassen Volcanic National Park	California	2092.142	3	out and back	 forest	 lake	 views
Santa Cruz Island: Del Norte Campground to Chinese Harbor	Channel Islands National Park	California	12874.72	3	out and back	 river	 views	 wildlife
Kings Canyon to Mt Whitney	Kings Canyon National Park	California	129230.002	7	loop	 views	 wildlife	
Crest View Trail	Joshua Tree National Park	California	4667.086	1	out and back	 views		
White Wolf to Pate Valley Trail	Yosemite National Park	California	12391.918	3	loop	 forest	 views	 wild-flowers
Forest Lake Trail	Lassen Volcanic National Park	California	4828.02	3	out and back	 forest	 lake	 views
Twin Lakes and  Horseshoe Lake and  and Summit Lake	Lassen Volcanic National Park	California	25588.506	3	loop	 forest	 lake	 views
Hanaupah Canyon Trail	Death Valley National Park	California	28807.186	3	out and back	 views	 wild-flowers	 wildlife
Monarch Canyon/Mine Trail	Death Valley National Park	California	3862.416	1	out and back	 kid-friendly	 wild-flowers	
Matterhorn Canyon and the Sawtooth Range Trail	Yosemite National Park	California	57936.24	5	point to point	 lake	 views	 wild-flowers
Sand Dunes via Mecca Dale Road	Joshua Tree National Park	California	18507.41	1	point to point	 kid-friendly	 views	 wild-flowers
Cahoon Rock from South Fork Campground	Sequoia National Park	California	45544.322	5	out and back	 forest	 river	 views
Kings River	Kings Canyon National Park	California	22691.694	1	out and back	 kid-friendly	 river	
Tenaya Lake to May Lake to Mount Hoffman	Yosemite National Park	California	21565.156	5	loop	 forest	 lake	 views
North Wilderness Trail to Twin Knolls	Pinnacles National Park	California	4988.954	3	out and back	 views	 wildlife	
Roads End to Onion Valley Trail	Kings Canyon National Park	California	31703.998	5	point to point	 forest	 views	 wild-flowers
Turkey Flats Sand Dunes	Joshua Tree National Park	California	3701.482	3	loop	 views		
Benson Pass - Northeast Yosemite Grand Tour	Yosemite National Park	California	86743.426	5	loop	 forest	 lake	 river
Emerald Lake	Sequoia National Park	California	16576.202	3	out and back	 lake	 views	 wildlife
Monument Mountain from Pinkham Canyon Trailhead	Joshua Tree National Park	California	22530.76	5	out and back	 wild-flowers		
Pinnacles Overlook Trail	Pinnacles National Park	California	1448.406	1	loop	 wildlife		
Marble Canyon Petroglyphs	Death Valley National Park	California	17380.872	1	out and back	 historic-site	 wild-flowers	
John Muir Trail: Tenaya Lake to Reds Meadow	Yosemite National Park	California	91893.314	3	point to point	 forest	 views	 wildlife
Sawtooth Pass to Timber Gap Trail	Sequoia National Park	California	44578.718	5	loop	 forest	 views	 wild-flowers
Ashford Canyon Trail	Death Valley National Park	California	15127.796	3	out and back			
Echo Ridge & Echo Peaks	Yosemite National Park	California	13196.588	3	out and back	 wild-flowers		
John Muir Trail: Cathedral Lakes Trail to Clouds Rest	Yosemite National Park	California	24783.836	3	point to point	 forest	 lake	 views
Tenaya Lake Trail	Yosemite National Park	California	4667.086	3	loop	 kid-friendly	 river	 views
Black Mountain Trail	Channel Islands National Park	California	9656.04	3	out and back	 dogs-no	 views	 wild-flowers
Yosemite to Agnew Meadows	Yosemite National Park	California	100100.948	3	point to point	 forest	 views	 wild-flowers
Parker Pass to Lyell Canyon	Yosemite National Park	California	57775.306	5	point to point	 forest	 lake	 views
Swaney Loop	Death Valley National Park	California	22852.628	3	loop	 wild-flowers	 wildlife	
Holter Ridge via Lost Man Trail	Redwood National Park	California	21082.354	3	out and back	 wild-flowers	 wildlife	
Sifford Lakes Trail	Lassen Volcanic National Park	California	9173.238	1	out and back	 lake	 kid-friendly	 views
Joshua Tree Burro Loop Trail Hike	Joshua Tree National Park	California	12552.852	3	loop	 views	 wild-flowers	
Cathedral Peak: Southeast Buttress	Yosemite National Park	California	52947.286	3	out and back	 views	 wild-flowers	 wildlife
Helios Canyon	Death Valley National Park	California	5471.756	7	loop			
North Canyon Trail	Joshua Tree National Park	California	5954.558	3	out and back	 views		
Bathtub Lake Trail	Lassen Volcanic National Park	California	1448.406	1	loop	 lake	 kid-friendly	
Merced Lake High Sierra Camp Trail	Yosemite National Park	California	39911.632	5	loop	 forest	 lake	 partially-paved
Wonderland Of Rocks Traverse	Joshua Tree National Park	California	8851.37	5	point to point	 views	 wild-flowers	
Tuolome and  Sunrise and Merced Lakes and  and Vogelslang Loop	Yosemite National Park	California	58097.174	3	loop	 lake	 views	 wild-flowers
Taft Point via Four Mile Trail	Yosemite National Park	California	23013.562	5	loop	 forest	 views	 wild-flowers
Gin Flat Loop	Yosemite National Park	California	7402.964	3	loop	 forest	 views	 wildlife
Visitor Center to Bacon Ranch	Pinnacles National Park	California	1126.538	1	loop	 kid-friendly		
Historic Stovepipe Well	Death Valley National Park	California	321.868	1	loop	 historic-site	 kid-friendly	
Burnt Hill Trail and Canyon View Trail Loop	Joshua Tree National Park	California	9495.106	3	loop	 forest	 kid-friendly	 views
East Kennedy Lake Trail	Kings Canyon National Park	California	35566.414	5	out and back	 forest	 lake	 views
McArthur Creek Loop Trail	Redwood National Park	California	21565.156	3	loop	 views	 wild-flowers	 wildlife
Bumpass Hell from Kohm Yah-mah-nee visitor center	Lassen Volcanic National Park	California	18507.41	3	out and back	 forest	 lake	 hot-springs
Kaleidoscope Canyon Trail	Death Valley National Park	California	9334.172	5	out and back	 wild-flowers	 wildlife	
Crescent Lake to Buena Vista Lake	Yosemite National Park	California	8368.568	3	point to point	 lake	 views	 wild-flowers
Tamarack Creek Trail	Yosemite National Park	California	7885.766	3	out and back	 forest	 kid-friendly	 views
Drake Lake Trail	Lassen Volcanic National Park	California	7081.096	3	out and back	 forest	 lake	 hot-springs
Young Lakes Trail	Yosemite National Park	California	21726.09	3	out and back	 lake	 river	 views
Harry Wade Road OHV Trail	Death Valley National Park	California	50694.21	1	point to point	 wild-flowers		
High Sierra Trail to Lakes Trail	Sequoia National Park	California	17702.74	3	point to point	 forest	 views	 wild-flowers
Covington Trail	Joshua Tree National Park	California	31382.13	3	loop	 views	 wild-flowers	
Ireland Lake Trail	Yosemite National Park	California	30577.46	3	out and back	 forest	 lake	 views
Negro Hill Trail	Joshua Tree National Park	California	1770.274	3	out and back	 kid-friendly	 views	 wild-flowers
Johnson Canyon OHV Trail	Death Valley National Park	California	37175.754	3	out and back	 views		
Golden Bee Mine Trail	Joshua Tree National Park	California	6759.228	7	out and back	 views	 wild-flowers	 wildlife
Yosemite Valley East Loop	Yosemite National Park	California	65982.94	7	loop	 forest	 lake	 river
Kaweah River Trail	Sequoia National Park	California	35888.282	7	out and back	 forest	 river	 views
Tall Trees Access Road	Redwood National Park	California	19312.08	3	out and back	 forest	 wildlife	
Morbid Mound Trail	Joshua Tree National Park	California	1287.472	3	out and back	 views	 wild-flowers	
Avalanche Pass Trail to Roaring River Via Kanawyers Trail	Kings Canyon National Park	California	45705.256	7	out and back	 forest	 river	 views
Cabin Creek Trail	Sequoia National Park	California	4023.35	3	loop	 views		
Walker Lake Trail	Yosemite National Park	California	25910.374	3	out and back	 lake	 views	 wild-flowers
Pinto Lake Trail	Sequoia National Park	California	24140.1	5	out and back	 lake	 views	 wild-flowers
Vidette Meadow Trail	Kings Canyon National Park	California	34439.876	5	out and back	 forest	 views	 wild-flowers
Candlestein Pass Trail	Joshua Tree National Park	California	6437.36	1	out and back	 kid-friendly	 views	 wild-flowers
Bishop Pass Trail	Kings Canyon National Park	California	35083.612	5	out and back	 forest	 lake	 river
Summit Lake to Kings Creek Trail	Lassen Volcanic National Park	California	8207.634	1	out and back	 forest	 lake	 kid-friendly
Lower Telephone Canyon	Death Valley National Park	California	7885.766	3	out and back	 views		
Bench Lake Trail	Kings Canyon National Park	California	35888.282	7	out and back	 lake	 views	 wildlife
Mastodon Peak and Eagle Mountain	Joshua Tree National Park	California	19794.882	3	loop	 wild-flowers	 wildlife	
Quail Mountain from Covington Crest Trailhead	Joshua Tree National Park	California	14162.192	3	out and back	 wild-flowers		
Junction Meadow Via Kearsarge Pass and Bubbs Creek Trails	Kings Canyon National Park	California	32186.8	5	out and back	 views	 wild-flowers	 wildlife
The Farm Trail	Redwood National Park	California	482.802	1	loop	 kid-friendly	 views	 wild-flowers
Dream Lake Trail	Lassen Volcanic National Park	California	2253.076	1	out and back	 lake	 kid-friendly	 views
Sugar Pine Grove Trail	Yosemite National Park	California	8690.436	1	out and back	 forest	 kid-friendly	 views
Crescent Meadow to Tamarack Lake	Sequoia National Park	California	46188.058	5	out and back	 forest	 lake	 views
Tuolumne Meadows to Vogelsang Pass	Yosemite National Park	California	33313.338	5	out and back	 forest	 views	
John Muir Trail From Tioga Pass Road to the Merced River	Yosemite National Park	California	26393.176	5	point to point	 forest	 river	 views
Hetch Hechy Reservoir to Sierra Crest Backpacking Loop	Yosemite National Park	California	142426.59	7	loop	 forest	 lake	 views
Bearpaw Meadow Via Paradise Ridge Trail	Sequoia National Park	California	42647.51	3	out and back	 forest		
Yosemite High Country Open Loop	Yosemite National Park	California	68557.884	5	point to point	 forest	 lake	 river
Love Land Wash	Joshua Tree National Park	California	4345.218	1	loop	 kid-friendly	 views	 wild-flowers
Little Bridge Canyon Trail	Death Valley National Park	California	9656.04	5	out and back	 views	 wild-flowers	 wildlife
Tule Springs	Death Valley National Park	California	804.67	1	out and back	 kid-friendly		
Clark Range Viewpoint	Yosemite National Park	California	4667.086	3	out and back	 views		
Corral Meadow Loop Trail	Lassen Volcanic National Park	California	15771.532	3	out and back	 forest		
Rowell Trailhead to Comanche Meadows	Kings Canyon National Park	California	20116.75	5	out and back	 forest	 views	 wild-flowers
Westfall Meadows Trail	Yosemite National Park	California	5310.822	1	out and back	 forest	 kid-friendly	 views
Tamarack Flat to Yosemite Valley	Yosemite National Park	California	25749.44	7	point to point	 forest	 views	 waterfall
Big SEKI Loop	Kings Canyon National Park	California	233676.168	7	loop	 views	 wildlife	
McCabe Lakes Trail	Yosemite National Park	California	47958.332	3	out and back	 forest	 lake	 views
Generals Highway Scenic Drive	Sequoia National Park	California	73707.772	1	point to point	 forest	 kid-friendly	 paved
Tharps Log and Huckleberry Trail Loop	Sequoia National Park	California	3540.548	1	loop	 forest	 kid-friendly	 views
Skunk Point Loop	Channel Islands National Park	California	9816.974	1	loop	 cave	 dogs-no	 views
Wowona to Half Dome to Yosemite Valley	Yosemite National Park	California	51820.748	5	point to point	 river	 views	 waterfall
Vogelsang Basin Loop via John Muir Trail	Yosemite National Park	California	67592.28	3	loop	 river	 views	
Twin Meadows Trail	Lassen Volcanic National Park	California	7563.898	3	out and back	 forest	 views	 wild-flowers
Lake Eleanor to Laurel Lake	Yosemite National Park	California	29772.79	5	out and back	 lake	 views	 wild-flowers
Onion Valley to Horseshoe Meadows	Sequoia National Park	California	107182.044	5	point to point	 lake	 views	 waterfall
Deer Cove To Cedar Grove	Kings Canyon National Park	California	20438.618	7	point to point	 river	 views	
Old Dale Road: Pinto Basin Road to Route 62	Joshua Tree National Park	California	41520.972	3	point to point	 wild-flowers	 wildlife	
Negropolis Trail	Joshua Tree National Park	California	2253.076	1	out and back	 kid-friendly	 views	 wild-flowers
Skidoo OHV Road	Death Valley National Park	California	27680.648	3	out and back	 wildlife		
Yosemite Creek Trail to Yosemite Creek Campground	Yosemite National Park	California	5632.69	3	out and back	 forest	 views	 wild-flowers
Manly Beacon via Zabriskie Point and Gower Gulch	Death Valley National Park	California	5149.888	3	loop			
Hidden Valley OHV Drive	Death Valley National Park	California	47314.596	3	out and back	 views		
Cascade Creek from Tamarack Campground Trail	Yosemite National Park	California	7081.096	3	out and back	 forest	 views	 wild-flowers
Red Canyon and  Manly Beacon and  Zabriskie Point Loop	Death Valley National Park	California	7563.898	3	loop			
Raker Peak Loop	Lassen Volcanic National Park	California	5793.624	3	loop	 views		
Merced River High Trail	Yosemite National Park	California	75156.178	5	loop	 forest	 lake	 partially-paved
Crystal Lake Trail	Lassen Volcanic National Park	California	1609.34	3	out and back	 forest	 lake	 views
Reggie Dome	Joshua Tree National Park	California	1448.406	1	out and back	 kid-friendly	 views	 wild-flowers
Paradise Peak	Sequoia National Park	California	15127.796	5	out and back	 forest	 views	 wildlife
Pride Rock	Death Valley National Park	California	4023.35	1	out and back	 kid-friendly		
Huckleberry Trail to Alta Trail Loop	Sequoia National Park	California	7081.096	3	loop	 wild-flowers	 wildlife	
Santa Barbara Island Loop	Channel Islands National Park	California	8851.37	3	loop	 dogs-no	 views	 wildlife
South Fork of the Tuolumne Trail	Yosemite National Park	California	5149.888	3	out and back	 forest	 kid-friendly	 river
Pohono Trail via McGurk Meadow Trail	Yosemite National Park	California	24783.836	3	out and back	 forest	 views	
Visitor Contact Station to Vista Point	Pinnacles National Park	California	482.802	1	out and back	 kid-friendly	 views	
Rattlesnake Canyon from Indian Cove Picnic Area	Joshua Tree National Park	California	4506.152	1	out and back	 wild-flowers		
Scottys Spring	Death Valley National Park	California	17863.674	5	out and back	 wild-flowers	 wildlife	
Pinon Mesa via Hummingbird Spring Trail	Death Valley National Park	California	5632.69	3	out and back	 views	 wild-flowers	
White Wolf to Upper Yosemite Falls to Yosemite Valley Lodge	Yosemite National Park	California	22530.76	5	point to point	 forest	 lake	 river
White Mountain via Sawmill Walk-in Campground	Yosemite National Park	California	10621.644	5	out and back			
Aspen Valley Trail	Yosemite National Park	California	20921.42	5	point to point	 forest	 views	 wild-flowers
Jakey Lake Trail	Lassen Volcanic National Park	California	9495.106	1	out and back	 lake	 kid-friendly	 views
White Wolf to Smith Meadow Trail	Yosemite National Park	California	25588.506	3	out and back	 forest	 views	 wild-flowers
Mather Ranger Station to Smith Meadow Trail	Yosemite National Park	California	28002.516	3	out and back	 forest	 views	 wild-flowers
Crescent Lake from Chilnualna Falls Trailhead	Yosemite National Park	California	30094.658	5	out and back	 forest	 lake	 waterfall
Trans Sierra Trip: Colby Pass Trail and  High Sierra Trail and  John Muir Trail and  Mount Whitney and  PCT	Sequoia National Park	California	120539.566	7	point to point	 lake	 views	
Tamarack Creek to El Capitan	Yosemite National Park	California	17541.806	5	point to point	 forest	 views	
Butte Lake and  Cluster Lakes and Cinder Cone Loop	Lassen Volcanic National Park	California	32669.602	5	loop	 forest	 lake	 views
Big 4 Mines OHV Trail	Death Valley National Park	California	26071.308	1	out and back	 wildlife		
Careys Castle Trail CLOSED	Joshua Tree National Park	California	12070.05	3	out and back	 views	 wild-flowers	 wildlife
Jack Gunn Maltese Peak Trail	Death Valley National Park	California	1770.274	3	loop	 views		
Jubilee Mountain	Death Valley National Park	California	3540.548	5	out and back	 views		
Big Oak Flat Road to Tuloumne Meadows	Yosemite National Park	California	84007.548	7	point to point	 forest	 lake	 river
White Wolf to Aspen Valley Trail	Yosemite National Park	California	29933.724	3	out and back	 forest	 views	 wild-flowers
Miguel Meadow to Lake Eleanor to Laurel Lake Loop	Yosemite National Park	California	40233.5	3	loop	 forest	 lake	 views
Mount Whitney from Cottonwood Lakes Walk in Campground	Sequoia National Park	California	47475.53	5	point to point	 forest	 lake	 river
Grand Canyon of the Tuolumne and Rogers Lake	Yosemite National Park	California	66626.676	5	out and back	 lake	 views	 wild-flowers
Tamarack Flat to Eagle Peak	Yosemite National Park	California	32347.734	7	out and back	 forest	 views	 wild-flowers
Hetch Hetchy to Yosemite Valley	Yosemite National Park	California	91249.578	5	out and back	 views	 waterfall	
Elephant Seal Cove Trail	Channel Islands National Park	California	5310.822	3	out and back	 views	 wildlife	
Silver Lake to Yosemite Village	Yosemite National Park	California	84812.218	7	point to point	 forest	 views	 wild-flowers
Pleasant Valley To El Dorado Mine and Pinto Basin	Joshua Tree National Park	California	27519.714	3	out and back	 views	 wild-flowers	 wildlife
Inyo Mine Trail	Death Valley National Park	California	1287.472	3	out and back			
May Lake Camp to Yosemite Valley	Yosemite National Park	California	45544.322	5	point to point	 lake	 views	 wild-flowers
Visitor Center to Butterfield Homestead Trail	Pinnacles National Park	California	7242.03	1	out and back	 kid-friendly	 views	 wild-flowers
Redwood Creek Trail	Kings Canyon National Park	California	6598.294	3	out and back	 views		
Rae Lake via Bubbs Creek	Kings Canyon National Park	California	57292.504	7	out and back	 forest	 lake	 river
Poopenaut Valley Trail	Yosemite National Park	California	3379.614	5	out and back	 river	 views	 waterfall
Mt. Lyell Base via John Muir and Rush Creek Trail	Yosemite National Park	California	46831.794	7	out and back	 lake	 river	 wildlife
Titus Canyon Narrows	Death Valley National Park	California	1931.208	1	out and back			
Florence Lake via Kings Canyon on the John Muir and Pacific Crest Trail	Kings Canyon National Park	California	126815.992	5	point to point	 lake	 views	 waterfall
Lake Eleanor Campground	Yosemite National Park	California	7724.832	3	out and back	 dogs-no	 kid-friendly	 wildlife
White Wolf to Piute Creek and the Grand Canyon of the Tuolumne River	Yosemite National Park	California	35888.282	5	out and back	 forest	 lake	 river
White Wolf to Aspen Valley Trail	Yosemite National Park	California	17059.004	3	out and back	 forest	 views	 wild-flowers
Goler Wash and Mengal Pass Route	Death Valley National Park	California	99135.344	5	out and back			
Boiling Springs Lake via Kings Creek and Pacific Crest Trail	Lassen Volcanic National Park	California	22369.826	5	loop	 forest	 lake	 hot-springs
Diving Board	Yosemite National Park	California	20116.75	7	out and back	 forest	 views	 wildlife
Bishop OHV Loop	Kings Canyon National Park	California	221445.184	3	loop	 views		
Montañon Ridge Loop	Channel Islands National Park	California	15127.796	5	loop	 historic-site	 views	 wildlife
Rattle Snake Canyon to Oh-Bay-Yo-Yo Shelter Hike	Joshua Tree National Park	California	9656.04	3	out and back	 wild-flowers		
Arch Point Loop Trail	Channel Islands National Park	California	3862.416	3	loop	 views	 wildlife	
Snow Creek and  May Lake and Clouds Rest Loop	Yosemite National Park	California	53912.89	5	loop	 forest	 lake	 kid-friendly
John Muir Trail	Yosemite National Park	California	339570.74	3	point to point	 lake	 views	 wild-flowers
Porcupine Wash Ruby Lee Mill Site Trail	Joshua Tree National Park	California	12230.984	3	out and back	 wild-flowers		
5 Tanks Including Twin Tanks and  Ivanpah and Live Oak Tanks	Joshua Tree National Park	California	8529.502	3	loop	 wild-flowers		
Pinto Basin Fried Liver Wash	Joshua Tree National Park	California	15127.796	3	out and back			
Rock Caves Loop	Joshua Tree National Park	California	6598.294	3	loop			
Covington Loop Segment and Deer Horn Trail	Joshua Tree National Park	California	6759.228	3	out and back	 wild-flowers		
North Dome and  Tenaya Lake and  Half Dome and Happy Isles via Snow Creek and John Muir Trail	Yosemite National Park	California	93019.852	7	point to point	 forest	 lake	 river
Hunter Mountain OHV Road	Death Valley National Park	California	17219.938	3	point to point	 wildlife		
Alger Lakes via Mono Pass and Parker Pass Trails	Yosemite National Park	California	36210.15	5	out and back	 forest	 lake	 river
Death Valley Buttes	Death Valley National Park	California	5954.558	5	out and back	 views		
Wetland Boardwalk	Redwood National Park	California	321.868	1	out and back	 kid-friendly	 views	 wild-flowers
Juniper Lake to Butte Lake Loop	Lassen Volcanic National Park	California	35405.48	5	loop	 dogs-no	 forest	 lake
Bridalveil Creek Campground to Ostrander Lake Loop	Yosemite National Park	California	34761.744	3	loop	 lake	 views	 wildlife
Tenaya Lake to Half Dome Loop	Yosemite National Park	California	36853.886	5	loop	 forest	 lake	 wildlife
Emerald Lake Trail	Rocky Mountain National Park	Colorado	4988.954	3	out and back	 forest	 lake	 kid-friendly
Sky Pond via Glacier Gorge Trail	Rocky Mountain National Park	Colorado	13035.654	5	out and back	 forest	 lake	 river
Gem Lake Trail	Rocky Mountain National Park	Colorado	4988.954	3	out and back	 forest	 lake	 river
The Loch Lake Trail via Glacier Gorge Trail	Rocky Mountain National Park	Colorado	8690.436	3	out and back	 forest	 lake	 views
Alberta Falls Trail	Rocky Mountain National Park	Colorado	2574.944	1	out and back	 forest	 kid-friendly	 river
Chasm Lake	Rocky Mountain National Park	Colorado	15127.796	5	out and back	 forest	 lake	 river
Dream Lake Trail	Rocky Mountain National Park	Colorado	3218.68	1	out and back	 forest	 lake	 kid-friendly
Bear Lake Nature Trail	Rocky Mountain National Park	Colorado	1126.538	1	loop	 dogs-no	 forest	 lake
Twin Sisters Peak Trail	Rocky Mountain National Park	Colorado	12070.05	5	out and back	 forest	 views	 wildlife
Ouzel Falls via Wild Basin Trail from Sandbeach Lake	Rocky Mountain National Park	Colorado	11909.116	3	out and back	 forest	 river	 views
Deer Mountain Trail	Rocky Mountain National Park	Colorado	9012.304	3	out and back	 forest	 views	 wildlife
Lake Haiyaha	Rocky Mountain National Park	Colorado	5793.624	3	out and back	 forest	 lake	 kid-friendly
Mills Lake and  Black Lake and  Frozen Lake Trail	Rocky Mountain National Park	Colorado	17702.74	5	out and back	 forest	 lake	 river
Fern Lake Trail	Rocky Mountain National Park	Colorado	11426.314	3	out and back	 forest	 lake	 river
Bridal Veil Falls via Cow Creek Trail	Rocky Mountain National Park	Colorado	9816.974	3	out and back	 forest	 views	 waterfall
The Keyhole and Longs Peak via Longs Peak Trail	Rocky Mountain National Park	Colorado	11909.116	5	out and back	 lake	 river	 views
Bierstadt Lake Loop Trail	Rocky Mountain National Park	Colorado	5149.888	3	loop	 lake	 kid-friendly	 views
Glacier Gorge Trail	Rocky Mountain National Park	Colorado	4506.152	1	out and back	 forest	 lake	 river
Cub Lake Trail Loop	Rocky Mountain National Park	Colorado	9656.04	3	loop	 forest	 lake	 kid-friendly
Mount Ida Trail	Rocky Mountain National Park	Colorado	14805.928	5	out and back	 forest	 lake	 views
Adams Falls Trail	Rocky Mountain National Park	Colorado	1126.538	1	loop	 forest	 kid-friendly	 river
Flattop Mountain Trail	Rocky Mountain National Park	Colorado	13196.588	5	out and back	 forest	 lake	 views
Sprague Lake Trail	Rocky Mountain National Park	Colorado	1287.472	1	loop	 dogs-no	 forest	 lake
Cascade Falls	Rocky Mountain National Park	Colorado	11909.116	1	out and back	 forest	 kid-friendly	 river
Hallett Peak	Rocky Mountain National Park	Colorado	14805.928	5	out and back	 lake	 views	 wild-flowers
Timberline Falls and Sky Pond Trail	Rocky Mountain National Park	Colorado	14966.862	5	loop	 forest	 lake	 river
Odessa Lake Via Fern Lake Trail	Rocky Mountain National Park	Colorado	13357.522	3	out and back	 forest	 lake	 river
High Dune Trail	Great Sand Dunes National Park and Preserve	Colorado	4828.02	5	out and back	 river	 views	 wild-flowers
Nymph Lake Trail	Rocky Mountain National Park	Colorado	1931.208	1	out and back	 forest	 lake	 kid-friendly
Copeland Falls to Calypso Cascades	Rocky Mountain National Park	Colorado	5632.69	1	out and back	 forest	 kid-friendly	 river
Black Lake Trail	Rocky Mountain National Park	Colorado	15610.598	5	out and back	 forest	 lake	 river
East Inlet Trail to Lone Pine Lake	Rocky Mountain National Park	Colorado	17059.004	3	out and back	 forest	 lake	 partially-paved
Sandbeach Lake Trail	Rocky Mountain National Park	Colorado	13840.324	5	out and back	 dogs-no	 forest	 lake
Ouzel Lake Trail	Rocky Mountain National Park	Colorado	15127.796	3	out and back	 lake	 river	 views
Mills Lake via Glacier Gorge Trail	Rocky Mountain National Park	Colorado	7885.766	3	out and back	 lake	 river	 views
Alluvial Fan Trail	Rocky Mountain National Park	Colorado	1126.538	1	out and back	 kid-friendly	 partially-paved	 river
West Creek Falls	Rocky Mountain National Park	Colorado	6920.162	3	out and back	 forest	 river	 waterfall
Lily Lake	Rocky Mountain National Park	Colorado	1287.472	1	loop	 dogs-no	 forest	 lake
Bear Lake to Alberta Falls to Mills Lake	Rocky Mountain National Park	Colorado	8690.436	3	out and back	 forest	 lake	 kid-friendly
Ute Trail - Tombstone Ridge	Rocky Mountain National Park	Colorado	9012.304	3	out and back	 views	 wild-flowers	 wildlife
Lawn Lake Trail	Rocky Mountain National Park	Colorado	18990.212	5	out and back	 lake	 river	 views
Ouzel Falls via Wild Basin Trail	Rocky Mountain National Park	Colorado	8529.502	3	out and back	 views	 waterfall	 wild-flowers
The Loch and Lake of Glass	Rocky Mountain National Park	Colorado	12552.852	3	out and back	 lake	 river	 views
Estes Cone via Eugena Mine and Longs Peak Trail	Rocky Mountain National Park	Colorado	9656.04	3	out and back	 forest	 views	 wild-flowers
Andrews Tarn and Andrews Glacier Trail	Rocky Mountain National Park	Colorado	13518.456	5	out and back	 forest	 lake	 river
Petroglyph Point Trail	Mesa Verde National Park	Colorado	4184.284	3	loop	 kid-friendly	 views	 wild-flowers
Bridal Veil Falls Via Lumpy Ridge Trails	Rocky Mountain National Park	Colorado	20116.75	5	loop	 forest	 views	 waterfall
Ypsilon Lake Trail	Rocky Mountain National Park	Colorado	16898.07	3	out and back	 forest	 lake	 views
Bear Lake to Sky Pond via Glacier Gorge Trail	Rocky Mountain National Park	Colorado	14001.258	5	out and back	 forest	 lake	 river
Calypso Cascades via Allenspark Trail	Rocky Mountain National Park	Colorado	9173.238	3	out and back	 forest	 river	 views
Lake Helene via Fern Lake Trail	Rocky Mountain National Park	Colorado	9816.974	3	out and back	 forest	 lake	 views
Bluebird Lake Trail	Rocky Mountain National Park	Colorado	19473.014	5	out and back	 forest	 lake	 river
Nymph and  Dream and  Haiyaha and Loch Vale Lakes Loop	Rocky Mountain National Park	Colorado	12713.786	3	loop	 forest	 lake	 views
Cub Lake	Rocky Mountain National Park	Colorado	8207.634	3	out and back	 lake	 river	 wildlife
East Inlet Trail to Lake Verna	Rocky Mountain National Park	Colorado	20760.486	5	out and back	 forest	 lake	 river
Warner Point Nature Trail	Black Canyon of the Gunnison National Park	Colorado	2414.01	1	out and back	 forest	 kid-friendly	 river
Gem Lake Trail and Lumpy Ridge Loop	Rocky Mountain National Park	Colorado	7081.096	3	loop	 lake	 views	
Continental Divide National Scenic Trail (CDNST) Loop	Rocky Mountain National Park	Colorado	46348.992	7	loop	 forest	 river	 views
Chasm Falls Trail via Old Fall River Road	Rocky Mountain National Park	Colorado	4023.35	3	out and back	 forest	 kid-friendly	 views
Timber Lake Trail	Rocky Mountain National Park	Colorado	15932.466	3	out and back	 lake	 river	 views
Cliff Palace Loop Trail	Mesa Verde National Park	Colorado	643.736	1	loop	 historic-site	 kid-friendly	 partially-paved
Mills Lake and The Loch	Rocky Mountain National Park	Colorado	11265.38	3	out and back	 lake	 views	 wild-flowers
Green Mountain Trail	Rocky Mountain National Park	Colorado	5632.69	3	out and back	 kid-friendly	 views	 wild-flowers
Flat Top Mountain and Fern Lake Trail	Rocky Mountain National Park	Colorado	16737.136	3	point to point	 forest	 lake	 river
Alberta Falls and Bear Lake	Rocky Mountain National Park	Colorado	4023.35	3	out and back	 lake	 views	 waterfall
Gem Trail to Balanced Rock	Rocky Mountain National Park	Colorado	11265.38	3	out and back	 forest	 lake	 river
Alpine Ridge Trail	Rocky Mountain National Park	Colorado	1126.538	1	out and back	 kid-friendly	 paved	 views
Four Lake Loop Trail	Rocky Mountain National Park	Colorado	10943.512	3	loop	 forest	 lake	 river
